id,first_name,second_name,web_name,team_name,position,now_cost,total_points,minutes,goals_scored,assists,clean_sheets,form,selected_by_percent,transfers_in,transfers_out,ict_index,influence,creativity,threat,bonus,bps,value_season
629,Daniel,Bentley,Bentley,Wolves,GKP,40,0,0,0,0,0,0.0,0.6,9744,24538,0.0,0.0,0.0,0.0,0,0,0.0
631,Emmanuel,Agbadou,Agbadou,Wolves,DEF,44,14,525,0,0,0,0.7,0.2,22044,46653,24.1,161.6,39.7,39.0,0,44,3.2
632,Matt,Doherty,Doherty,Wolves,DEF,44,2,291,0,0,0,0.7,0.1,3270,13156,7.6,49.4,21.8,4.0,0,15,0.5
633,Hugo,Bueno López,H.Bueno,Wolves,DEF,44,18,528,0,0,1,3.7,0.1,7167,6290,40.2,144.8,201.9,54.0,2,80,4.1
634,Yerson,Mosquera Valdelamar,Mosquera,Wolves,DEF,44,4,137,0,0,0,0.3,0.1,1494,3727,4.2,20.2,0.5,21.0,0,13,0.9
635,Rodrigo,Martins Gomes,R.Gomes,Wolves,DEF,45,12,241,1,0,0,0.7,0.1,7691,8150,15.2,53.2,23.9,74.0,0,21,2.7
636,Santiago,Ignacio Bueno,S.Bueno,Wolves,DEF,44,18,394,1,0,0,4.7,0.1,6808,4239,21.7,126.2,43.6,47.0,2,55,4.1
637,Toti,Gomes,Toti,Wolves,DEF,43,5,390,0,0,0,0.3,0.1,3494,11366,12.8,74.6,26.5,27.0,0,15,1.2
638,Ki-Jana,Hoever,Hoever,Wolves,DEF,40,3,129,0,0,0,0.3,1.0,23181,153621,8.1,32.8,38.8,9.0,0,4,0.8
639,Bastien,Meupiyou Menadjou,Meupiyou,Wolves,DEF,40,0,0,0,0,0,0.0,0.0,0,686,0.0,0.0,0.0,0.0,0,0,0.0
640,Pedro,Cardoso de Lima,Pedro Lima,Wolves,DEF,40,0,0,0,0,0,0.0,0.5,7922,68978,0.0,0.0,0.0,0.0,0,0,0.0
641,Alfie,Pond,Pond,Wolves,DEF,39,0,0,0,0,0,0.0,1.5,69948,73050,0.0,0.0,0.0,0.0,0,0,0.0
642,Hwang,Hee-chan,Hee Chan,Wolves,MID,59,13,275,1,0,0,0.7,0.1,24695,29826,11.6,49.0,18.1,49.0,0,46,2.2
643,André,Trindade da Costa Neto,André,Wolves,MID,54,21,532,0,0,0,4.0,0.1,4695,7584,10.2,74.0,23.1,5.0,1,93,3.9
644,Jean-Ricner,Bellegarde,Bellegarde,Wolves,MID,53,8,252,0,0,0,0.7,0.0,2120,7255,10.5,23.8,56.2,26.0,0,35,1.5
645,Fer,López González,Fer López,Wolves,MID,53,7,116,0,1,0,0.3,0.0,697,3145,11.0,27.0,52.0,32.0,0,24,1.3
646,João Victor,Gomes da Silva,Gomes,Wolves,MID,54,20,678,0,0,1,2.7,0.1,5285,8805,24.1,104.6,101.7,34.0,0,115,3.7
647,Gonçalo Manuel,Ganchinho Guedes,Guedes,Wolves,MID,55,0,0,0,0,0,0.0,0.0,0,755,0.0,0.0,0.0,0.0,0,0,0.0
648,Marshall,Munetsi,Munetsi,Wolves,MID,54,23,609,0,2,0,4.3,0.1,7919,6984,25.6,97.4,55.7,104.0,0,81,4.3
649,Boubacar,Traoré,B.Traore,Wolves,MID,50,0,0,0,0,0,0.0,0.0,0,152,0.0,0.0,0.0,0.0,0,0,0.0
650,Tawanda,Chirewa,Chirewa,Wolves,MID,44,0,0,0,0,0,0.0,0.3,18871,25911,0.0,0.0,0.0,0.0,0,0,0.0
651,Tom,Edozie,Edozie,Wolves,MID,44,0,0,0,0,0,0.0,0.4,29185,33723,0.0,0.0,0.0,0.0,0,0,0.0
652,Enso,González Medina,Gonzalez,Wolves,MID,44,0,0,0,0,0,0.0,1.5,116646,129781,0.0,0.0,0.0,0.0,0,0,0.0
653,Joe,Hodge,Hodge,Wolves,MID,45,0,0,0,0,0,0.0,0.0,0,4684,0.0,0.0,0.0,0.0,0,0,0.0
654,Jørgen,Strand Larsen,Strand Larsen,Wolves,FWD,64,11,452,0,0,2,2.0,1.4,145613,499553,15.3,19.6,33.2,103.0,0,28,1.7
655,Fábio,Soares Silva,Fábio Silva,Wolves,FWD,49,0,0,0,0,0,0.0,0.2,7178,50715,0.0,0.0,0.0,0.0,0,0,0.0
656,Saša,Kalajdžić,Kalajdžić,Wolves,FWD,49,1,14,0,0,0,0.0,0.1,1691,9125,0.7,1.0,4.3,2.0,0,1,0.2
657,Leon,Chiwome,Chiwome,Wolves,FWD,44,0,0,0,0,0,0.0,0.0,2532,4614,0.0,0.0,0.0,0.0,0,0,0.0
658,Nathan,Fraser,Fraser,Wolves,FWD,44,0,0,0,0,0,0.0,2.1,150954,213047,0.0,0.0,0.0,0.0,0,0,0.0
663,Jhon,Arias,J.Arias,Wolves,MID,52,16,433,0,0,1,3.3,0.2,11199,60034,27.3,76.6,131.5,66.0,1,81,3.1
682,David,Møller Wolfe,Møller Wolfe,Wolves,DEF,44,7,144,0,1,0,0.3,0.1,2253,5377,5.4,32.8,16.4,4.0,0,15,1.6
695,Jackson,Tchatchoua,Tchatchoua,Wolves,DEF,45,10,368,0,0,0,2.0,0.0,2060,1299,15.8,70.8,69.2,18.0,0,20,2.2
709,Ladislav,Krejcí,Krejčí,Wolves,DEF,45,11,450,1,0,0,1.0,0.1,7238,2017,26.3,124.8,59.7,78.0,0,51,2.4
720,Tolu,Arokodare,Tolu,Wolves,FWD,55,7,176,0,0,0,1.0,0.1,13750,7705,9.1,12.4,16.1,65.0,0,18,1.3
