player_id,first_name,second_name,web_name,team_name,position
201,Manuel,Benson Hedilazio,Benson,Burnley,MID
202,Jacob,Bruun Larsen,Bruun Larsen,Burnley,MID
203,Enock,Agyei,Boateng,Burnley,MID
204,Darko,Churlinov,Churlinov,Burnley,MID
205,Josh,Cullen,Cullen,Burnley,MID
206,Marcus,Edwards,Edwards,Burnley,MID
207,Hannibal,Mejbri,Hannibal,Burnley,MID
208,Luca,Koleosho,Koleosho,Burnley,MID
209,Josh,Laurent,Laurent,Burnley,MID
210,Loum,Tchaouna,Tchaouna,Burnley,MID
211,Aaron,Ramsey,A.Ramsey,Burnley,MID
212,Oluwaseun,Adewumi,Adewumi,Burnley,MID
213,Jaydon,Banel,Banel,Burnley,MID
214,Mike,Trésor Ndayishimiye,Trésor,Burnley,MID
215,Zian,Flemming,Flemming,Burnley,FWD
216,Zeki,Amdouni,Amdouni,Burnley,FWD
217,Lyle,Foster,Foster,Burnley,FWD
218,Ashley,Barnes,Barnes,Burnley,FWD
219,Michael,Obafemi,Obafemi,Burnley,FWD
470,Martin,Dúbravka,Dúbravka,Burnley,GKP
676,Lesley,Ugochukwu,Ugochukwu,Burnley,MID
680,Armando,Broja,Broja,Burnley,FWD
722,Florentino Ibrain,Morris Luís,Florentino,Burnley,MID
66,Norberto,Murara Neto,Neto,Bournemouth,GKP
67,Đorđe,Petrović,Petrović,Bournemouth,GKP
68,Will,Dennis,Dennis,Bournemouth,GKP
69,Callan,McKenna,McKenna,Bournemouth,GKP
70,Alex,Paulsen,Paulsen,Bournemouth,GKP
71,Illia,Zabarnyi,Zabarnyi,Bournemouth,DEF
72,Marcos,Senesi Barón,Senesi,Bournemouth,DEF
73,Adam,Smith,Smith,Bournemouth,DEF
74,Adrien,Truffert,Truffert,Bournemouth,DEF
75,Matai,Akinmboni,Akinmboni,Bournemouth,DEF
76,Owen,Bevan,Bevan,Bournemouth,DEF
77,James,Hill,Hill,Bournemouth,DEF
78,Julián,Araujo Zúñiga,J.Araujo,Bournemouth,DEF
79,Chris,Mepham,Mepham,Bournemouth,DEF
80,Julio,Soler Barreto,Soler,Bournemouth,DEF
81,Justin,Kluivert,Kluivert,Bournemouth,MID
82,Antoine,Semenyo,Semenyo,Bournemouth,MID
84,Marcus,Tavernier,Tavernier,Bournemouth,MID
85,Tyler,Adams,Adams,Bournemouth,MID
86,David,Brooks,Brooks,Bournemouth,MID
87,Ryan,Christie,Christie,Bournemouth,MID
88,Lewis,Cook,Cook,Bournemouth,MID
89,Philip,Billing,Philip,Bournemouth,MID
90,Alex,Scott,Scott,Bournemouth,MID
91,Luis,Sinisterra Lucumí,Sinisterra,Bournemouth,MID
92,Romain,Faivre,Faivre,Bournemouth,MID
93,Hamed,Traorè,H.Traorè,Bournemouth,MID
94,Dominic,Sadi,Sadi,Bournemouth,MID
95,Zain,Silcott-Duberry,Silcott-Duberry,Bournemouth,MID
96,Ben,Winterburn,Winterburn,Bournemouth,MID
97,Francisco Evanilson,de Lima Barbosa,Evanilson,Bournemouth,FWD
98,Enes,Ünal,Enes Ünal,Bournemouth,FWD
99,Daniel,Adu-Adjei,Adu-Adjei,Bournemouth,FWD
100,Eli Junior,Kroupi,Kroupi.Jr,Bournemouth,FWD
391,Ben,Gannon-Doak,Gannon-Doak,Bournemouth,MID
685,Bafodé,Diakité,Diakité,Bournemouth,DEF
687,Remy,Rees-Dottin,Rees-Dottin,Bournemouth,MID
697,Amine,Adli,Adli,Bournemouth,MID
713,Álex,Jiménez Sánchez,A.Jimenez,Bournemouth,DEF
721,Veljko,Milosavljevic,Milosavljević,Bournemouth,DEF
27,Reiss,Nelson,Nelson,Brentford,MID
83,Dango,Ouattara,O.Dango,Brentford,MID
101,Caoimhín,Kelleher,Kelleher,Brentford,GKP
102,Ellery,Balcombe,Balcombe,Brentford,GKP
103,Matthew,Cox,Cox,Brentford,GKP
104,Julian,Eyestone,Eyestone,Brentford,GKP
105,Hákon Rafn,Valdimarsson,Valdimarsson,Brentford,GKP
106,Nathan,Collins,Collins,Brentford,DEF
107,Keane,Lewis-Potter,Lewis-Potter,Brentford,DEF
108,Kristoffer,Ajer,Ajer,Brentford,DEF
109,Rico,Henry,Henry,Brentford,DEF
110,Michael,Kayode,Kayode,Brentford,DEF
111,Ethan,Pinnock,Pinnock,Brentford,DEF
112,Mads,Roerslev Rasmussen,Roerslev,Brentford,DEF
113,Sepp,van den Berg,Van den Berg,Brentford,DEF
114,Benjamin,Arthur,Arthur,Brentford,DEF
115,Benjamin,Fredrick,Fredrick,Brentford,DEF
116,Aaron,Hickey,Hickey,Brentford,DEF
117,Kim,Ji-soo,Ji-soo,Brentford,DEF
118,Jayden,Meghoma,Meghoma,Brentford,DEF
120,Kevin,Schade,Schade,Brentford,MID
121,Mikkel,Damsgaard,Damsgaard,Brentford,MID
122,Antoni,Milambo,Milambo,Brentford,MID
123,Fábio,Freitas Gouveia Carvalho,Carvalho,Brentford,MID
124,Jordan,Henderson,Henderson,Brentford,MID
125,Vitaly,Janelt,Janelt,Brentford,MID
126,Mathias,Jensen,Jensen,Brentford,MID
127,Gustavo,Nunes Fernandes Gomes,Nunes,Brentford,MID
128,Frank,Onyeka,Onyeka,Brentford,MID
129,Yehor,Yarmoliuk,Yarmoliuk,Brentford,MID
130,Romelle,Donovan,Donovan,Brentford,MID
131,Yunus Emre,Konak,Konak,Brentford,MID
132,Paris,Maghoma,Maghoma,Brentford,MID
133,Myles,Peart-Harris,Peart-Harris,Brentford,MID
134,Ryan,Trevitt,Trevitt,Brentford,MID
136,Igor Thiago,Nascimento Rodrigues,Thiago,Brentford,FWD
137,Iwan,Morgan,Morgan,Brentford,FWD
138,Jason,Steele,Steele,Brighton,GKP
139,Bart,Verbruggen,Verbruggen,Brighton,GKP
140,Tom,McGill,McGill,Brighton,GKP
141,Carl,Rushworth,Rushworth,Brighton,GKP
142,Kjell,Scherpen,Scherpen,Brighton,GKP
143,Olivier,Boscagli,Boscagli,Brighton,DEF
144,Diego,Coppola,Coppola,Brighton,DEF
145,Maxim,De Cuyper,De Cuyper,Brighton,DEF
146,Lewis,Dunk,Dunk,Brighton,DEF
147,Pervis,Estupiñán Tenorio,Estupiñan,Brighton,DEF
148,Ferdi,Kadıoğlu,F.Kadıoğlu,Brighton,DEF
150,Tariq,Lamptey,Lamptey,Brighton,DEF
151,Jan Paul,van Hecke,Van Hecke,Brighton,DEF
152,Joël,Veltman,Veltman,Brighton,DEF
153,Adam,Webster,Webster,Brighton,DEF
154,Eiran,Cashin,Cashin,Brighton,DEF
155,Jacob,Slater,Slater,Brighton,DEF
156,Charlie,Tasker,Tasker,Brighton,DEF
157,Mitoma,Kaoru,Mitoma,Brighton,MID
158,Georginio,Rutter,Georginio,Brighton,MID
159,Solly,March,March,Brighton,MID
160,Yankuba,Minteh,Minteh,Brighton,MID
161,Julio,Enciso Espínola,Enciso,Brighton,MID
162,Brajan,Gruda,Gruda,Brighton,MID
163,Jack,Hinshelwood,Hinshelwood,Brighton,MID
164,Matt,O'Riley,O'Riley,Brighton,MID
165,Abdallah,Sima,Sima,Brighton,MID
166,Yasin,Ayari,Ayari,Brighton,MID
167,Carlos,Baleba,Baleba,Brighton,MID
169,Diego,Gómez Amarilla,Gomez,Brighton,MID
170,James,Milner,Milner,Brighton,MID
171,Jeremy,Sarmiento Morante,Sarmiento,Brighton,MID
172,Tom,Watson,Watson,Brighton,MID
173,Mats,Wieffer,Wieffer,Brighton,MID
174,Malick,Yalcouyé,Yalcouye,Brighton,MID
175,Joe,Knight,Knight,Brighton,MID
176,Adrian,Mazilu,Mazilu,Brighton,MID
177,Andrew,Moran,Moran,Brighton,MID
178,Danny,Welbeck,Welbeck,Brighton,FWD
179,Evan,Ferguson,Ferguson,Brighton,FWD
180,Stefanos,Tzimas,Tzimas,Brighton,FWD
181,Charalampos,Kostoulas,Kostoulas,Brighton,FWD
744,Nehemiah,Oriola,Oriola,Brighton,MID
168,Facundo,Buonanotte,Buonanotte,Chelsea,MID
220,Robert,Lynch Sánchez,Sánchez,Chelsea,GKP
221,Filip,Jörgensen,Jörgensen,Chelsea,GKP
222,Mike,Penders,Penders,Chelsea,GKP
223,Gabriel,Słonina,Slonina,Chelsea,GKP
224,Marc,Cucurella Saseta,Cucurella,Chelsea,DEF
225,Reece,James,James,Chelsea,DEF
226,Trevoh,Chalobah,Chalobah,Chelsea,DEF
227,Levi,Samuels Colwill,Colwill,Chelsea,DEF
228,Malo,Gusto,Gusto,Chelsea,DEF
229,Benoît,Badiashile Mukinayi,B.Badiashile,Chelsea,DEF
230,Wesley,Fofana,Fofana,Chelsea,DEF
231,Mamadou,Sarr,M.Sarr,Chelsea,DEF
232,Tosin,Adarabioyo,Tosin,Chelsea,DEF
233,Josh,Acheampong,Acheampong,Chelsea,DEF
234,Aarón,Anselmino,Anselmino,Chelsea,DEF
235,Cole,Palmer,Palmer,Chelsea,MID
236,Pedro,Lomba Neto,Neto,Chelsea,MID
237,Enzo,Fernández,Enzo,Chelsea,MID
238,Estêvão,Almeida de Oliveira Gonçalves,Estêvão,Chelsea,MID
239,Jamie,Bynoe-Gittens,Gittens,Chelsea,MID
240,Christopher,Nkunku,Nkunku,Chelsea,MID
241,Moisés,Caicedo Corozo,Caicedo,Chelsea,MID
243,Tyrique,George,George,Chelsea,MID
244,Roméo,Lavia,Lavia,Chelsea,MID
245,Mykhailo,Mudryk,Mudryk,Chelsea,MID
246,Andrey,Nascimento dos Santos,Andrey Santos,Chelsea,MID
247,Dário,Luís Essugo,D.Essugo,Chelsea,MID
248,Kendry,Páez Andrade,Paez,Chelsea,MID
249,João Pedro,Junqueira de Jesus,João Pedro,Chelsea,FWD
250,Liam,Delap,Delap,Chelsea,FWD
251,Nicolas,Jackson,N.Jackson,Chelsea,FWD
252,Marc,Guiu Paz,Marc Guiu,Chelsea,FWD
453,Alejandro,Garnacho Ferreyra,Garnacho,Chelsea,MID
672,Jorrel,Hato,Hato,Chelsea,DEF
743,Landon,Emenalo,Emenalo,Chelsea,MID
253,Dean,Henderson,Henderson,Crystal Palace,GKP
254,Walter,Benítez,Benitez,Crystal Palace,GKP
255,Remi,Matthews,Matthews,Crystal Palace,GKP
256,Daniel,Muñoz Mejía,Muñoz,Crystal Palace,DEF
257,Maxence,Lacroix,Lacroix,Crystal Palace,DEF
258,Tyrick,Mitchell,Mitchell,Crystal Palace,DEF
259,Borna,Sosa,Sosa,Crystal Palace,DEF
260,Marc,Guéhi,Guéhi,Crystal Palace,DEF
261,Chris,Richards,Richards,Crystal Palace,DEF
262,Chadi,Riad Dnanou,Chadi Riad,Crystal Palace,DEF
263,Nathaniel,Clyne,Clyne,Crystal Palace,DEF
264,Rob,Holding,Holding,Crystal Palace,DEF
265,Caleb,Kporha,Kporha,Crystal Palace,DEF
267,Ismaïla,Sarr,Sarr,Crystal Palace,MID
268,Cheick,Doucouré,Doucouré,Crystal Palace,MID
269,Romain,Esse,Esse,Crystal Palace,MID
270,Will,Hughes,Hughes,Crystal Palace,MID
271,Daichi,Kamada,Kamada,Crystal Palace,MID
272,Jefferson,Lerma Solís,Lerma,Crystal Palace,MID
273,Adam,Wharton,Wharton,Crystal Palace,MID
274,Asher,Agbinone,Agbinone,Crystal Palace,MID
275,Naouirou,Ahamada,Ahamada,Crystal Palace,MID
276,Justin,Devenny,Devenny,Crystal Palace,MID
277,Malcolm,Ebiowei,Ebiowei,Crystal Palace,MID
278,Jesurun,Rak-Sakyi,J.Rak-Sakyi,Crystal Palace,MID
279,Matheus,França de Oliveira,M.França,Crystal Palace,MID
280,David,Ozoh,Ozoh,Crystal Palace,MID
281,Kaden,Rodney,Rodney,Crystal Palace,MID
282,Franco,Umeh-Chibueze,Umeh,Crystal Palace,MID
283,Jean-Philippe,Mateta,Mateta,Crystal Palace,FWD
284,Eddie,Nketiah,Nketiah,Crystal Palace,FWD
285,Odsonne,Édouard,Édouard,Crystal Palace,FWD
286,Zach,Marsh,Marsh,Crystal Palace,FWD
690,Rio,Cardines,Cardines,Crystal Palace,MID
712,Yéremy,Pino Santos,Yeremy,Crystal Palace,MID
723,Jaydee,Canvot,Canvot,Crystal Palace,DEF
732,Christantus,Uche,Uche,Crystal Palace,FWD
242,Kiernan,Dewsbury-Hall,Dewsbury-Hall,Everton,MID
287,Jordan,Pickford,Pickford,Everton,GKP
288,Mark,Travers,Travers,Everton,GKP
289,Harry,Tyrer,Tyrer,Everton,GKP
290,Jarrad,Branthwaite,Branthwaite,Everton,DEF
291,James,Tarkowski,Tarkowski,Everton,DEF
292,Vitalii,Mykolenko,Mykolenko,Everton,DEF
293,Jake,O'Brien,O'Brien,Everton,DEF
294,Séamus,Coleman,Coleman,Everton,DEF
295,Michael,Keane,Keane,Everton,DEF
296,Nathan,Patterson,Patterson,Everton,DEF
297,Roman,Dixon,Dixon,Everton,DEF
298,Reece,Welch,Welch,Everton,DEF
299,Iliman,Ndiaye,Ndiaye,Everton,MID
300,Dwight,McNeil,McNeil,Everton,MID
301,Carlos,Alcaraz Durán,Alcaraz,Everton,MID
302,Idrissa Gana,Gueye,Gana,Everton,MID
303,James,Garner,Garner,Everton,MID
304,Tim,Iroegbunam,Iroegbunam,Everton,MID
305,Harrison,Armstrong,Armstrong,Everton,MID
306,Callum,Bates,Bates,Everton,MID
307,Coby,Ebere,Ebere,Everton,MID
308,Isaac,Heath,Heath,Everton,MID
309,Jenson,Metcalfe,Metcalfe,Everton,MID
310,Thierno,Barry,Barry,Everton,FWD
311,Norberto Bercique,Gomes Betuncal,Beto,Everton,FWD
312,Youssef,Ramalho Chermiti,Y.Chermiti,Everton,FWD
313,Martin,Sherif,Sherif,Everton,FWD
419,Jack,Grealish,Grealish,Everton,MID
630,Tom,King,King,Everton,GKP
667,Adam,Aznou,Aznou,Everton,DEF
704,Tyler,Onyango,Onyango,Everton,MID
705,Elijah,Campbell,Campbell,Everton,DEF
707,Tyler,Dibling,Dibling,Everton,MID
728,Merlin,Röhl,Röhl,Everton,MID
314,Bernd,Leno,Leno,Fulham,GKP
315,Steven,Benda,Benda,Fulham,GKP
316,Antonee,Robinson,Robinson,Fulham,DEF
317,Joachim,Andersen,Andersen,Fulham,DEF
318,Calvin,Bassey,Bassey,Fulham,DEF
319,Timothy,Castagne,Castagne,Fulham,DEF
320,Issa,Diop,Diop,Fulham,DEF
321,Jorge,Cuenca Barreno,J.Cuenca,Fulham,DEF
322,Kenny,Tete,Tete,Fulham,DEF
323,Samuel,Amissah,Amissah,Fulham,DEF
324,Alex,Iwobi,Iwobi,Fulham,MID
325,Emile,Smith Rowe,Smith Rowe,Fulham,MID
326,Adama,Traoré Diarra,Adama,Fulham,MID
327,Andreas,Hoelgebaum Pereira,Andreas,Fulham,MID
328,Ryan,Sessegnon,Sessegnon,Fulham,MID
329,Harry,Wilson,Wilson,Fulham,MID
330,Sander,Berge,Berge,Fulham,MID
331,Tom,Cairney,Cairney,Fulham,MID
332,Saša,Lukić,Lukić,Fulham,MID
333,Martial,Godo,Godo,Fulham,MID
334,Luke,Harris,Harris,Fulham,MID
335,Josh,King,King,Fulham,MID
336,Harrison,Reed,Reed,Fulham,MID
337,Raúl,Jiménez Rodríguez,Raúl,Fulham,FWD
338,Rodrigo,Muniz Carvalho,Muniz,Fulham,FWD
664,Benjamin,Lecomte,Lecomte,Fulham,GKP
727,Samuel,Chukwueze,Chukwueze,Fulham,MID
731,Kevin,Santos Lopes de Macedo,Kevin,Fulham,MID
737,Jonah,Kusi-Asare,Kusi-Asare,Fulham,FWD
339,Illan,Meslier,Meslier,Leeds,GKP
340,Alex,Cairns,Cairns,Leeds,GKP
341,Karl,Darlow,Darlow,Leeds,GKP
342,Jayden,Bogle,Bogle,Leeds,DEF
343,Pascal,Struijk,Struijk,Leeds,DEF
344,Jaka,Bijol,Bijol,Leeds,DEF
345,Sebastiaan,Bornauw,Bornauw,Leeds,DEF
346,Sam,Byram,Byram,Leeds,DEF
347,Gabriel,Gudmundsson,Gudmundsson,Leeds,DEF
348,Joe,Rodon,Rodon,Leeds,DEF
349,Isaac,Schmidt,Schmidt,Leeds,DEF
350,Brenden,Aaronson,Aaronson,Leeds,MID
351,Wilfried,Gnonto,Gnonto,Leeds,MID
352,Jack,Harrison,Harrison,Leeds,MID
353,Daniel,James,James,Leeds,MID
354,Ethan,Ampadu,Ampadu,Leeds,MID
355,Sam,Greenwood,Greenwood,Leeds,MID
356,Ilia,Gruev,Gruev,Leeds,MID
357,Largie,Ramazani,Ramazani,Leeds,MID
358,Tanaka,Ao,Tanaka,Leeds,MID
359,Charlie,Crew,Crew,Leeds,MID
360,Joe,Gelhardt,Gelhardt,Leeds,MID
361,Darko,Gyabi,Gyabi,Leeds,MID
362,Joël,Piroe,Piroe,Leeds,FWD
363,Patrick,Bamford,Bamford,Leeds,FWD
364,Mateo,Joseph Fernández-Regatillo,Mateo Joseph,Leeds,FWD
365,Lukas,Nmecha,Nmecha,Leeds,FWD
493,Sean,Longstaff,Longstaff,Leeds,MID
660,Anton,Stach,Stach,Leeds,MID
665,Lucas Estella,Perri,Perri,Leeds,GKP
691,Dominic,Calvert-Lewin,Calvert-Lewin,Leeds,FWD
698,Noah,Okafor,Okafor,Leeds,MID
706,James,Justin,Justin,Leeds,DEF
741,Harry,Gray,Gray,Leeds,FWD
366,Alisson,Becker,A.Becker,Liverpool,GKP
367,Giorgi,Mamardashvili,Mamardashvili,Liverpool,GKP
368,Ármin,Pécsi,Pécsi,Liverpool,GKP
369,Freddie,Woodman,Woodman,Liverpool,GKP
370,Jeremie,Frimpong,Frimpong,Liverpool,DEF
371,Milos,Kerkez,Kerkez,Liverpool,DEF
372,Andrew,Robertson,Robertson,Liverpool,DEF
373,Virgil,van Dijk,Virgil,Liverpool,DEF
374,Ibrahima,Konaté,Konaté,Liverpool,DEF
375,Conor,Bradley,Bradley,Liverpool,DEF
376,Joe,Gomez,Gomez,Liverpool,DEF
377,Konstantinos,Tsimikas,Tsimikas,Liverpool,DEF
378,Amara,Nallo,Nallo,Liverpool,DEF
379,Rhys,Williams,R.Williams,Liverpool,DEF
380,Calvin,Ramsay,Ramsay,Liverpool,DEF
381,Mohamed,Salah,M.Salah,Liverpool,MID
382,Florian,Wirtz,Wirtz,Liverpool,MID
383,Luis,Díaz Marulanda,Luis Díaz,Liverpool,MID
384,Cody,Gakpo,Gakpo,Liverpool,MID
385,Federico,Chiesa,Chiesa,Liverpool,MID
386,Alexis,Mac Allister,Mac Allister,Liverpool,MID
387,Dominik,Szoboszlai,Szoboszlai,Liverpool,MID
388,Curtis,Jones,C.Jones,Liverpool,MID
390,Ryan,Gravenberch,Gravenberch,Liverpool,MID
392,Endo,Wataru,Endo,Liverpool,MID
393,Stefan,Bajčetić Maquieira,Bajcetic,Liverpool,MID
394,James,McConnell,McConnell,Liverpool,MID
395,Tyler,Morton,Morton,Liverpool,MID
396,Trey,Nyoni,Nyoni,Liverpool,MID
397,Darwin,Núñez Ribeiro,Darwin,Liverpool,FWD
398,Jayden,Danns,Danns,Liverpool,FWD
499,Alexander,Isak,Isak,Liverpool,FWD
661,Hugo,Ekitiké,Ekitiké,Liverpool,FWD
686,Rio,Ngumoha,Ngumoha,Liverpool,MID
692,Giovanni,Leoni,Leoni,Liverpool,DEF
182,James,Trafford,Trafford,Man City,GKP
399,Ederson,Santana de Moraes,Ederson M.,Man City,GKP
400,Stefan,Ortega Moreno,Ortega Moreno,Man City,GKP
401,Marcus,Bettinelli,Bettinelli,Man City,GKP
402,Rayan,Aït-Nouri,Aït-Nouri,Man City,DEF
403,Joško,Gvardiol,Gvardiol,Man City,DEF
404,Manuel,Akanji,Akanji,Man City,DEF
405,Nathan,Aké,Aké,Man City,DEF
406,Abdukodir,Khusanov,Khusanov,Man City,DEF
407,Matheus,Nunes,Matheus N.,Man City,DEF
408,Rúben,dos Santos Gato Alves Dias,Rúben,Man City,DEF
409,John,Stones,Stones,Man City,DEF
410,Rico,Lewis,Lewis,Man City,DEF
411,Nico,O'Reilly,O’Reilly,Man City,DEF
412,Vitor,de Oliveira Nunes dos Reis,Vitor Reis,Man City,DEF
413,Omar,Marmoush,Marmoush,Man City,MID
414,Phil,Foden,Foden,Man City,MID
415,Sávio,Moreira de Oliveira,Savinho,Man City,MID
416,Bernardo,Mota Veiga de Carvalho e Silva,Bernardo,Man City,MID
417,Rayan,Cherki,Cherki,Man City,MID
418,Jérémy,Doku,Doku,Man City,MID
420,İlkay,Gündoğan,Gündoğan,Man City,MID
421,Rodrigo 'Rodri',Hernandez Cascante,Rodrigo,Man City,MID
422,Mateo,Kovačić,Kovačić,Man City,MID
423,Nico,González Iglesias,N.Gonzalez,Man City,MID
424,Oscar,Bobb,Bobb,Man City,MID
425,Claudio,Echeverri,Echeverri,Man City,MID
427,Tijjani,Reijnders,Reijnders,Man City,MID
428,Sverre,Nypan,Nypan,Man City,MID
429,Kalvin,Phillips,Phillips,Man City,MID
430,Erling,Haaland,Haaland,Man City,FWD
736,Gianluigi,Donnarumma,Donnarumma,Man City,GKP
739,Divine,Mukasa,Mukasa,Man City,MID
740,Stephen,Mfuni,Mfuni,Man City,DEF
742,Ryan,McAidoo,McAidoo,Man City,MID
119,Bryan,Mbeumo,Mbeumo,Man Utd,MID
431,Altay,Bayındır,Bayindir,Man Utd,GKP
432,André,Onana,Onana,Man Utd,GKP
433,Elyh,Harrison,Harrison,Man Utd,GKP
434,Tom,Heaton,Heaton,Man Utd,GKP
435,Dermot,Mee,Mee,Man Utd,GKP
436,Matthijs,de Ligt,De Ligt,Man Utd,DEF
437,Lisandro,Martínez,Martinez,Man Utd,DEF
438,Noussair,Mazraoui,Mazraoui,Man Utd,DEF
439,Diego,León Blanco,D.Leon,Man Utd,DEF
440,Diogo,Dalot Teixeira,Dalot,Man Utd,DEF
441,Patrick,Dorgu,Dorgu,Man Utd,DEF
442,Harry,Maguire,Maguire,Man Utd,DEF
443,Luke,Shaw,Shaw,Man Utd,DEF
444,Leny,Yoro,Yoro,Man Utd,DEF
445,Harry,Amass,Amass,Man Utd,DEF
446,Tyler,Fredricson,Fredricson,Man Utd,DEF
447,Ayden,Heaven,Heaven,Man Utd,DEF
448,Tyrell,Malacia,Malacia,Man Utd,DEF
449,Bruno,Borges Fernandes,B.Fernandes,Man Utd,MID
450,Matheus,Santos Carneiro da Cunha,Cunha,Man Utd,MID
451,Marcus,Rashford,Rashford,Man Utd,MID
