Unnamed: 0,Name,Gameweek,Team,Cost,Corners,Goal Attempts,xA Expected Assists,xG Expected Goals,Big Assists,Chances Created,DC Pts,Ownership,Svs,Solo Goals
,Kepa,22,BOU,4.2,0,0,0.0,0.0,0,0,0,0.5,3,0
,Armstrong (Adam),22,SOU,5.1,0,0,0.03,0.0,0,0,0,0.5,0,0
,Aribo,22,SOU,4.9,0,0,0.03,0.0,0,1,0,0.1,0,0
,Archer,22,SOU,4.8,0,0,0.14,0.0,0,1,0,1.1,0,0
,Joelinton,22,NEW,5.9,0,2,0.03,0.13,0,0,2,0.3,0,0
,Anderson,22,NFO,5.3,1,1,0.01,0.03,0,0,2,3.0,0,1
,Andersen,22,FUL,4.5,0,0,0.02,0.0,0,0,0,2.8,0,0
,Alexander-Arnold,22,LIV,7.2,7,4,0.71,0.1,1,5,0,16.7,0,0
,Akanji,22,MCI,5.4,0,0,0.02,0.0,0,0,0,0.3,0,0
,Ait Nouri,22,WOL,5.8,0,0,0.09,0.0,0,1,0,4.9,0,0
,Aina,22,NFO,4.7,0,0,0.1,0.0,0,1,0,2.5,0,0
,Agbadou,22,WOL,4.3,0,0,0.0,0.0,0,0,2,0.2,0,0
,Tosin,22,CHE,4.3,0,1,0.02,0.24,0,0,0,0.4,0,0
,Adams (Tyler),22,BOU,5.0,0,0,0.04,0.0,0,1,0,0.4,0,0
,Álvarez (Edson),23,WHU,4.9,0,2,0.18,0.1,1,1,0,0.1,0,0
,van den Berg,23,BRE,4.5,0,1,0.01,0.06,0,0,2,0.6,0,0
,van Hecke,23,BHA,4.4,0,0,0.11,0.0,0,2,0,1.3,0,0
,van Dijk,23,LIV,6.0,0,2,0.1,0.07,0,0,0,23.6,0,0
,Gabriel Magalhães,23,ARS,6.6,0,1,0.01,0.06,0,1,0,41.0,0,0
,de Ligt,23,MUN,5.0,0,1,0.0,0.18,0,0,0,3.0,0,0
,Richarlison,23,TOT,6.5,0,1,0.0,0.47,0,0,0,8.5,0,0
,André,23,WOL,5.4,0,0,0.01,0.0,0,0,2,0.1,0,0
,Zirkzee,23,MUN,5.8,0,0,0.0,0.0,0,0,0,0.4,0,0
,Zabarnyi,23,BOU,5.0,0,0,0.01,0.0,0,0,2,0.0,0,0
,Young (Ashley),23,EVE,4.2,0,0,0.0,0.0,0,0,0,1.4,0,0
,Yoro,23,MUN,4.4,0,0,0.0,0.0,0,0,0,1.7,0,0
,Yates,23,NFO,4.7,0,1,0.01,0.02,0,0,0,0.1,0,0
,Yarmolyuk,23,BRE,5.0,0,0,0.0,0.0,0,0,0,0.1,0,0
,Wood (Chris),23,NFO,7.2,0,0,0.01,0.0,0,1,0,6.5,0,0
,Wissa,23,BRE,7.4,0,3,0.0,0.16,0,0,0,0.5,0,0
,Winks,23,LEI,4.3,0,0,0.04,0.0,0,1,2,4.7,0,0
,Wilson (Harry),23,FUL,5.2,0,0,0.01,0.0,0,0,0,0.3,0,0
,Willock,23,NEW,5.0,0,1,0.02,0.01,0,1,0,0.1,0,0
,Williams (Neco),23,NFO,4.7,0,1,0.0,0.06,0,0,0,3.5,0,0
,Welbeck,23,BHA,6.5,0,2,0.02,0.05,0,0,0,7.9,0,0
,Webster,23,BHA,4.4,0,0,0.02,0.0,0,0,0,0.0,0,0
,Watkins,23,AVL,8.5,0,2,0.04,0.13,0,2,0,6.6,0,0
,Wan-Bissaka,23,WHU,4.3,0,0,0.11,0.0,0,2,0,5.8,0,0
,Walton,23,IPS,4.3,0,0,0.0,0.0,0,0,0,0.2,2,0
,Walker-Peters,23,SOU,4.3,0,1,0.03,0.03,0,2,0,0.3,0,0
,Vestergaard,23,LEI,3.9,0,0,0.0,0.0,0,1,0,1.5,0,0
,Verbruggen,23,BHA,4.4,0,0,0.01,0.0,0,0,0,4.1,0,0
,Veltman,23,BHA,4.3,0,2,0.1,0.07,0,2,2,0.1,0,0
,Bernardo Silva,23,MCI,6.3,0,0,0.08,0.0,0,1,0,0.5,0,0
,Vardy,23,LEI,5.4,0,3,0.04,1.13,0,0,0,5.2,0,0
,Ugochukwu,23,SOU,5.0,0,1,0.02,0.02,0,0,0,0.1,0,0
,Ugarte,23,MUN,4.8,0,0,0.01,0.0,0,0,0,0.1,0,0
,Tuanzebe,23,IPS,3.9,0,0,0.0,0.0,0,0,2,1.8,0,0
,Trossard,23,ARS,6.9,3,0,0.23,0.0,0,2,0,0.5,0,0
,Traoré (Adama),23,FUL,5.2,0,1,0.03,0.06,0,0,0,0.2,0,0
,Amad Diallo,23,MUN,6.3,0,0,0.01,0.0,0,0,0,1.3,0,0
,Townsend,23,IPS,3.9,1,0,0.07,0.0,0,1,0,0.5,0,0
,Tonali,23,NEW,5.4,0,1,0.02,0.59,0,0,2,1.3,0,0
,Lucas Paquetá,23,WHU,5.9,0,3,0.03,0.44,0,0,0,2.5,0,0
,Jurriën Timber,23,ARS,6.1,0,0,0.02,0.0,0,0,0,25.1,0,0
,Tierney,23,ARS,4.3,0,0,0.0,0.0,0,0,0,0.1,0,0
,Tielemans,23,AVL,5.9,1,1,0.13,0.04,0,1,2,0.6,0,0
,Tavernier,23,BOU,5.5,0,2,0.04,0.22,0,1,0,1.6,0,0
,Tarkowski,23,EVE,5.5,0,0,0.02,0.0,0,0,2,6.3,0,0
,Szoboszlai,23,LIV,6.5,1,4,0.04,0.67,0,1,0,4.2,0,1
,Sugawara,23,SOU,4.2,0,0,0.01,0.0,0,0,0,0.1,0,0
,Strand Larsen,23,WOL,6.4,0,0,0.0,0.0,0,0,0,1.3,0,0
,Stones,23,MCI,5.5,0,0,0.0,0.0,0,0,0,0.7,0,0
,Stolarczyk,23,LEI,4.0,0,0,0.0,0.0,0,0,0,0.5,5,0
,Soumaré,23,LEI,4.4,0,1,0.04,0.02,0,1,2,0.3,0,0
,Soucek,23,WHU,5.7,0,2,0.12,0.08,0,0,0,0.2,0,0
,Sosa,23,NFO,5.5,0,1,0.0,0.02,0,0,0,0.1,0,0
,Son,23,TOT,8.5,1,1,0.03,0.05,0,2,0,0.1,0,0
,Soler (Carlos),23,WHU,5.0,1,1,0.03,0.08,0,0,0,0.0,0,0
,Smith-Rowe,23,FUL,5.6,0,1,0.02,0.08,0,1,0,0.4,0,0
,Smallbone,23,SOU,5.0,0,0,0.0,0.0,0,0,0,0.0,0,0
,Skipp,23,LEI,4.7,0,0,0.0,0.0,0,0,0,0.0,0,0
,Silcott-Duberry,23,BOU,4.4,0,0,0.0,0.0,0,0,0,0.1,0,0
,Semenyo,23,BOU,8.1,0,4,0.19,0.23,0,3,0,64.4,0,0
,Semedo,23,WOL,4.5,0,0,0.04,0.0,0,2,0,0.6,0,0
,Sels,23,NFO,4.8,0,0,0.0,0.0,0,0,0,8.3,5,0
,Schär,23,NEW,5.4,0,1,0.01,0.07,0,1,2,1.9,0,0
,Schade,23,BRE,7.0,0,3,0.08,0.12,0,1,0,0.7,0,0
,Scarles,23,WHU,4.4,0,0,0.0,0.0,0,0,0,0.0,0,0
,Ismaila Sarr,23,CRY,6.6,0,0,0.15,0.0,0,0,0,11.6,0,0
,Sarr (Pape),23,TOT,4.9,0,1,0.0,0.04,0,0,0,1.7,0,0
,Sarabia,23,WOL,5.0,1,2,0.01,0.5,0,0,0,0.1,0,0
,Matheus Cunha,23,WOL,7.9,0,4,0.03,0.13,0,1,0,4.4,0,0
,Murillo,23,NFO,5.3,0,1,0.01,0.01,0,0,0,2.0,0,0
,Ederson,23,MCI,5.3,0,0,0.0,0.0,1,1,0,0.9,3,0
,Sancho,23,MUN,5.8,0,1,0.04,0.24,0,1,0,0.2,0,0
,Sanchez,23,CHE,4.8,0,0,0.0,0.0,0,0,0,13.5,3,0
,Saliba,23,ARS,6.0,0,0,0.0,0.0,0,0,0,11.6,0,0
,Salah,23,LIV,14.2,0,3,0.12,0.23,0,1,0,24.9,0,0
,Rutter,23,BHA,5.7,0,1,0.05,0.05,0,0,0,0.5,0,0
,Rogers,23,AVL,6.8,0,0,0.05,0.0,0,0,0,4.8,0,0
,Roerslev,23,BRE,4.5,0,1,0.1,0.03,0,1,0,0.0,0,0
,Rodríguez,23,WHU,4.8,0,0,0.0,0.0,0,0,0,0.0,0,0
,Morato,23,NFO,4.4,0,1,0.0,0.1,0,0,0,0.1,0,0
,Robinson (Antonee),23,FUL,4.9,0,0,0.15,0.0,0,1,0,0.5,0,0
,Robertson,23,LIV,5.8,2,0,0.09,0.0,0,2,0,0.9,0,0
,Richards (Chris),23,CRY,4.5,0,1,0.04,0.02,0,1,0,3.2,0,0
,Rice,23,ARS,6.8,2,1,0.27,0.04,0,3,0,16.4,0,0
,Reguilón,23,TOT,4.1,1,0,0.01,0.0,0,0,0,0.2,0,0
,Raya Martin,23,ARS,5.8,0,0,0.0,0.0,0,0,0,31.3,4,0
,Ramsey (Jacob),23,AVL,5.3,0,1,0.05,0.18,0,2,0,0.2,0,0
,Alisson,23,LIV,5.4,0,0,0.0,0.0,0,0,0,5.8,2,0
,Porro,23,TOT,5.5,2,5,0.52,0.17,1,2,0,18.4,0,0
,Pickford,23,EVE,5.5,0,0,0.0,0.0,0,0,0,9.7,1,0
,Philogene-Bidace,23,IPS,5.3,0,0,0.01,0.0,0,0,0,0.1,0,0
,Phillips (Kalvin),23,IPS,4.8,0,0,0.01,0.0,0,0,2,0.1,0,0
,Pereira,23,FUL,5.3,2,0,0.06,0.0,0,1,0,0.1,0,0
,Patterson (Nathan),23,EVE,4.4,0,0,0.0,0.0,0,0,0,0.0,0,0
,Partey,23,ARS,4.9,0,1,0.02,0.03,0,0,2,0.7,0,0
,Emerson,23,WHU,4.4,0,2,0.19,0.35,0,1,0,0.1,0,0
,Palmer (Cole),23,CHE,10.3,0,1,0.14,0.07,0,1,0,9.2,0,0
,O’Riley,23,BHA,5.5,4,1,0.01,0.03,0,0,0,0.4,0,0
,Dango Ouattara,23,BOU,6.0,0,4,0.01,0.95,0,0,0,0.5,0,1
,Paul Onuachu,23,SOU,4.9,0,0,0.06,0.0,0,2,0,0.3,0,0
,Onana,23,MUN,4.9,0,0,0.0,0.0,0,0,0,0.2,2,0
,O'Shea,23,IPS,3.8,0,0,0.0,0.0,0,0,0,1.2,0,0
,O'Brien,23,EVE,4.9,0,0,0.0,0.0,0,0,2,0.4,0,0
,Núñez,23,LIV,6.5,0,0,0.02,0.0,0,0,0,0.1,0,0
,Nwaneri,23,ARS,5.2,0,2,0.0,0.24,0,0,0,0.1,0,0
,Matheus Nunes,23,MCI,5.3,0,1,0.04,0.36,1,2,2,0.8,0,0
,Norgaard,23,BRE,5.2,0,0,0.01,0.0,0,0,2,0.1,0,0
,Nkunku,23,CHE,5.9,0,0,0.0,0.0,0,0,0,0.1,0,0
,Eddie Nketiah,23,CRY,5.4,0,1,0.06,0.09,0,0,0,0.4,0,0
,Neto,23,CHE,7.1,2,0,0.01,0.0,0,0,0,5.9,0,0
,Ndiaye,23,EVE,6.5,0,1,0.0,0.79,0,0,2,11.1,0,0
,Mykolenko,23,EVE,4.9,0,0,0.0,0.0,0,0,2,0.4,0,0
,Muñoz,23,CRY,5.7,0,1,0.64,0.02,1,2,0,15.3,0,0
,Murphy (Jacob),23,NEW,6.1,1,2,0.23,0.04,1,4,0,1.1,0,0
,Rodrigo Muniz,23,FUL,5.4,0,2,0.0,0.26,0,0,0,1.0,0,0
,Morsy,23,IPS,4.8,0,0,0.0,0.0,0,0,2,0.1,0,0
,Álex Moreno,23,NFO,4.0,0,0,0.01,0.0,0,0,0,2.4,0,0
,Moore (Mikey),23,TOT,5.0,1,1,0.01,0.04,0,0,0,0.0,0,0
,Mitoma,23,BHA,6.2,0,2,0.07,0.07,0,0,0,2.3,0,0
,Mitchell,23,CRY,5.0,0,0,0.02,0.0,0,1,0,2.2,0,0
,Minteh,23,BHA,6.0,0,0,0.01,0.0,0,0,0,4.4,0,0
,Mings,23,AVL,4.4,0,0,0.0,0.0,0,0,0,0.9,0,0
,Miley (Lewis),23,NEW,4.4,0,0,0.01,0.0,0,0,0,2.1,0,0
,Milenkovic,23,NFO,5.2,0,3,0.01,0.24,0,0,0,4.0,0,0
,Mee (Ben),23,BRE,4.2,0,0,0.0,0.0,0,0,0,0.3,0,0
,McGinn,23,AVL,5.4,0,0,0.0,0.0,0,0,0,0.6,0,0
,McCarthy,23,SOU,4.2,0,0,0.0,0.0,0,0,0,0.1,5,0
,Mbeumo,23,BRE,8.3,2,3,0.03,0.87,0,1,0,28.5,0,0
,Mazraoui,23,MUN,4.9,0,0,0.01,0.0,0,0,0,0.2,0,0
,Mateta,23,CRY,7.9,0,1,0.0,0.03,0,0,0,23.0,0,0
,Martínez,23,MUN,4.8,0,1,0.02,0.02,0,0,0,0.1,0,1
,Martinez,23,AVL,5.0,0,0,0.0,0.0,0,0,0,2.0,2,0
,Martinelli,23,ARS,6.9,0,0,0.02,0.0,0,1,0,1.0,0,0
,Omar Marmoush,23,MCI,8.3,0,2,0.09,0.15,0,1,0,2.6,0,0
,Manning,23,SOU,4.3,1,0,0.05,0.0,0,2,0,0.1,0,0
,Mangala,23,EVE,5.0,0,1,0.0,0.02,0,0,0,0.0,0,0
,José Sá,23,WOL,4.4,0,0,0.0,0.0,0,1,0,1.2,2,0
,Malen,23,AVL,5.1,0,1,0.0,0.03,0,0,0,0.7,0,0
,Malacia,23,MUN,3.9,0,0,0.0,0.0,0,0,0,0.3,0,0
,Mainoo,23,MUN,4.8,0,0,0.0,0.0,0,0,0,0.5,0,0
,Maguire,23,MUN,4.4,0,0,0.0,0.0,0,0,2,0.8,0,0
,Madueke,23,CHE,6.8,0,2,0.02,0.97,0,1,0,0.6,0,0
,Mac Allister,23,LIV,6.3,0,1,0.15,0.02,0,3,0,1.2,0,0
,Maatsen,23,AVL,4.3,0,1,0.03,0.04,0,1,0,0.4,0,0
,Lukic,23,FUL,5.0,1,0,0.01,0.0,0,0,0,0.1,0,0
,Longstaff (Sean),23,NEW,4.9,0,0,0.0,0.0,0,0,0,1.1,0,0
,Livramento,23,NEW,4.9,0,1,0.02,0.02,0,2,0,3.1,0,0
,Lindstrom,23,EVE,5.0,1,0,0.0,0.0,0,0,2,0.1,0,0
,Lewis-Skelly,23,ARS,5.2,0,0,0.03,0.0,0,0,0,1.7,0,0
,Lewis-Potter,23,BRE,4.9,0,1,0.12,0.03,0,0,2,0.3,0,0
,Lerma,23,CRY,4.9,0,2,0.02,0.05,0,0,2,0.1,0,0
,Leno,23,FUL,5.0,0,0,0.0,0.0,0,0,0,1.6,0,0
,Lankshear,23,TOT,4.5,0,0,0.0,0.0,0,0,0,0.0,0,0
,Lamptey,23,BHA,4.4,0,1,0.07,0.06,0,1,0,0.1,0,0
,Lallana,23,SOU,5.0,0,0,0.0,0.0,0,0,0,0.0,0,0
,Lacroix,23,CRY,5.0,0,2,0.01,0.2,0,0,2,3.7,0,0
,Kulusevski,23,TOT,6.4,1,1,0.05,0.07,0,2,0,0.0,0,0
,Kudus,23,WHU,6.7,0,1,0.03,0.08,0,1,2,30.1,0,0
,Kristiansen,23,LEI,4.4,0,0,0.03,0.0,0,1,2,0.1,0,0
,Kovacic,23,MCI,5.9,0,1,0.02,0.05,0,2,0,0.0,0,0
,Konsa Ngoyo,23,AVL,4.4,0,0,0.0,0.0,0,0,0,8.6,0,0
,Konaté,23,LIV,5.4,0,0,0.1,0.0,0,2,0,2.7,0,0
,Kluivert,23,BOU,7.0,3,3,0.43,0.18,1,1,0,1.0,0,1
,Kinsky,23,TOT,3.9,0,0,0.01,0.0,0,1,0,2.0,1,0
,Kilman,23,WHU,4.3,0,0,0.02,0.0,0,0,2,0.2,0,0
,Khusanov,23,MCI,5.4,0,1,0.0,0.02,0,0,0,0.3,0,0
,Kerkez,23,BOU,5.7,0,0,0.01,0.0,0,0,0,3.6,0,0
,Kamara,23,AVL,4.9,0,1,0.05,0.1,0,0,2,0.2,0,0
,Kamada,23,CRY,5.0,0,0,0.0,0.0,0,0,0,0.2,0,0
,Justin,23,LEI,4.0,0,2,0.02,0.09,0,0,0,0.2,0,0
,João Pedro,23,BHA,7.4,0,3,0.06,0.2,0,0,0,45.5,0,0
,Johnson (Ben),23,IPS,3.8,0,0,0.0,0.0,0,0,0,1.9,0,0
,Raúl Jiménez,23,FUL,6.2,0,2,0.0,0.08,0,1,0,0.8,0,0
,Jensen,23,BRE,4.9,1,0,0.03,0.0,0,0,0,0.1,0,0
,Jebbison,23,BOU,4.5,0,0,0.0,0.0,0,0,0,1.1,0,0
,Janelt,23,BRE,4.9,0,0,0.05,0.0,0,0,0,0.0,0,0
,James,23,CHE,5.5,1,1,0.0,0.02,0,0,0,7.9,0,0
,Jackson (Nicolas),23,CHE,6.5,0,2,0.57,0.38,1,2,0,0.1,0,0
,Iwobi,23,FUL,6.5,0,2,0.04,0.09,0,1,0,1.7,0,0
,Isak,23,NEW,10.4,0,4,0.25,1.5,0,1,0,5.1,0,0
,Irving,23,WHU,4.4,0,2,0.0,0.07,0,0,0,0.3,0,0
,Ings,23,WHU,4.8,0,1,0.0,0.12,0,1,0,1.2,0,0
,Højlund,23,MUN,6.3,0,0,0.01,0.0,0,0,0,0.3,0,0
,Hwang Hee-Chan,23,WOL,5.8,0,1,0.02,0.02,0,1,0,0.1,0,0
,Hutchinson,23,IPS,5.4,0,1,0.01,0.03,0,0,0,0.0,0,0
,Huijsen,23,BOU,4.5,0,0,0.04,0.0,0,0,2,5.0,0,0
,Hughes,23,CRY,4.8,2,2,0.03,0.04,0,1,0,0.1,0,0
,Hirst,23,IPS,5.4,0,1,0.0,0.2,0,0,0,0.1,0,0
,Hinshelwood,23,BHA,5.1,0,0,0.04,0.0,0,0,0,0.0,0,0
,Henderson,23,CRY,5.0,0,0,0.01,0.0,0,0,0,7.6,4,0
,Havertz,23,ARS,7.3,0,3,0.0,0.53,0,0,0,0.3,0,0
,Harwood-Bellis,23,SOU,3.9,0,2,0.07,0.23,0,1,0,4.1,0,0
,Lewis Hall,23,NEW,5.2,5,1,0.04,0.05,0,0,0,0.8,0,0
,Haaland,23,MCI,14.8,0,3,0.03,0.33,1,3,0,69.7,0,1
,Gvardiol,23,MCI,5.9,0,3,0.01,1.1,0,0,0,5.4,0,0
,Gusto,23,CHE,4.9,0,0,0.0,0.0,0,0,0,1.0,0,0
,Gundogan,23,MCI,6.3,0,1,0.19,0.04,0,1,0,0.1,0,0
,Bruno Guimarães,23,NEW,6.6,0,0,0.73,0.0,0,2,0,3.7,0,0
,Gueye,23,EVE,5.4,0,0,0.01,0.0,0,1,2,0.1,0,0
,Marc Guehi,23,CRY,5.0,0,0,0.04,0.0,0,0,0,34.1,0,0
,Gruda,23,BHA,5.4,0,0,0.01,0.0,0,1,0,0.1,0,0
,Greaves,23,IPS,3.8,0,1,0.0,0.25,0,0,2,2.3,0,0
,Gray (Archie),23,TOT,4.8,0,0,0.02,0.0,0,0,0,0.1,0,0
,Gravenberch,23,LIV,5.6,0,0,0.29,0.0,0,1,0,4.0,0,0
,Gordon (Anthony),23,NEW,7.5,2,2,0.17,0.1,1,1,0,3.1,0,0
,João Gomes,23,WOL,5.4,0,0,0.01,0.0,0,0,0,0.1,0,0
,Beto,23,EVE,5.2,0,1,0.0,0.04,0,0,0,3.3,0,0
,Rodrigo Gomes,23,WOL,4.5,0,0,0.0,0.0,0,0,0,0.1,0,0
,Gibbs-White,23,NFO,7.3,0,3,0.17,0.32,0,4,0,2.9,0,0
,Garner,23,EVE,5.0,0,0,0.0,0.0,0,0,0,0.9,0,0
,Garnacho,23,MUN,6.4,0,0,0.04,0.0,0,0,0,0.4,0,0
,Gonçalo Guedes,23,WOL,5.5,0,0,0.0,0.0,0,0,0,0.0,0,0
,Gakpo,23,LIV,7.6,0,3,0.06,1.09,1,1,0,14.1,0,0
,Fraser (Ryan),23,SOU,4.8,0,0,0.0,0.0,0,0,0,0.0,0,0
,Foden,23,MCI,8.0,2,3,0.02,0.46,0,0,0,4.3,0,1
,Flekken,23,BRE,4.5,0,0,0.0,0.0,0,0,0,10.0,4,0
,Jota Silva,23,NFO,5.4,0,1,0.0,0.03,0,0,0,0.0,0,0
,Fernández,23,CHE,6.7,0,1,0.01,0.04,0,2,0,14.3,0,0
,Faes,23,LEI,3.8,0,1,0.0,0.11,0,0,2,5.2,0,0
,Eze,23,CRY,7.6,2,5,0.12,0.3,0,5,0,14.2,0,0
,Esse,23,CRY,4.7,0,1,0.0,0.32,0,0,0,0.1,0,0
,Mateus Fernandes,23,SOU,5.5,2,3,0.11,0.14,0,1,0,0.0,0,0
,Endo,23,LIV,4.9,0,0,0.01,0.0,0,0,0,0.1,0,0
,Enciso,23,IPS,5.4,2,0,0.22,0.0,1,1,0,0.0,0,0
,Elliott,23,LIV,5.4,0,1,0.02,0.03,0,0,0,0.3,0,0
,Elanga,23,NFO,6.7,7,5,0.2,0.17,0,5,0,3.7,0,0
,El Khannouss,23,LEI,4.8,0,3,0.01,0.07,0,0,0,0.2,0,1
,Díaz,23,LIV,8.0,0,0,0.03,0.0,0,0,0,0.0,0,0
,Durán,23,AVL,5.7,0,2,0.01,0.09,0,0,0,1.6,0,0
,Dunk,23,BHA,4.5,0,0,0.09,0.0,0,0,0,1.2,0,0
,Dubravka,23,NEW,4.0,0,0,0.0,0.0,0,0,0,34.4,4,0
,Dragusin,23,TOT,4.5,0,1,0.07,0.03,0,2,0,0.0,0,0
,Doyle (Tommy),23,WOL,4.7,0,0,0.0,0.0,0,0,0,0.0,0,0
,Doucouré,23,EVE,5.1,0,0,0.04,0.0,0,0,0,0.5,0,0
,Nicolás Domínguez,23,NFO,5.0,0,0,0.04,0.0,0,1,0,0.0,0,0
,Doherty,23,WOL,4.4,0,0,0.01,0.0,0,2,0,0.1,0,0
,Digne,23,AVL,4.5,2,2,0.07,0.09,0,1,0,1.6,0,0
,Delap,23,IPS,6.2,0,0,0.0,0.0,0,0,0,0.9,0,0
,DeCordova-Reid,23,LEI,5.2,0,0,0.01,0.0,1,4,0,0.1,0,0
,De Bruyne,23,MCI,9.5,0,0,0.01,0.0,0,0,0,11.6,0,0
,Davis,23,IPS,4.2,1,0,0.0,0.0,0,0,0,0.9,0,0
,Davies (Ben),23,TOT,4.3,0,1,0.01,0.07,0,0,0,0.1,0,0
,Danns,23,LIV,4.4,0,0,0.01,0.0,0,0,0,0.1,0,0
,Damsgaard,23,BRE,5.8,4,0,0.27,0.0,0,4,0,0.6,0,0
,Dalot,23,MUN,4.4,0,0,0.01,0.0,0,0,0,1.0,0,0
,Daka,23,LEI,4.8,0,0,0.0,0.0,0,0,0,0.5,0,0
,Cucurella,23,CHE,6.1,0,1,0.18,0.04,0,1,0,21.8,0,0
,Cresswell,23,WHU,3.9,2,0,0.28,0.0,0,1,0,1.7,0,0
,Coulibaly,23,LEI,4.0,0,0,0.0,0.0,0,0,0,0.0,0,0
,Coufal,23,WHU,4.1,0,0,0.29,0.0,0,1,2,0.4,0,0
,Cook,23,BOU,4.9,0,0,0.02,0.0,0,0,2,0.0,0,0
,Colwill,23,CHE,4.8,0,1,0.0,0.05,0,0,0,0.1,0,0
,Collyer,23,MUN,4.5,0,0,0.0,0.0,0,0,0,0.0,0,0
,Collins,23,BRE,4.9,0,0,0.06,0.0,0,2,2,1.1,0,0
,Coady,23,LEI,4.0,0,0,0.0,0.0,0,0,0,0.5,0,0
,Christie,23,BOU,5.0,0,1,0.04,0.07,0,1,2,0.1,0,0
,Chiesa,23,LIV,6.4,0,0,0.0,0.0,0,0,0,0.3,0,0
,Chalobah,23,CHE,5.1,0,0,0.17,0.0,0,0,0,7.6,0,0
,Castagne,23,FUL,4.4,0,0,0.04,0.0,0,1,0,0.1,0,0
,Cash,23,AVL,4.6,0,0,0.01,0.0,0,2,0,5.2,0,0
,Calvert-Lewin,23,EVE,5.5,0,0,0.0,0.0,0,0,0,1.4,0,0
,Calafiori,23,ARS,5.8,0,1,0.01,0.1,0,0,0,16.0,0,0
,Cairney,23,FUL,4.9,0,0,0.01,0.0,0,0,0,0.0,0,0
,Moises Caicedo,23,CHE,6.0,0,0,0.01,0.0,0,0,0,19.8,0,0
,Burns,23,IPS,4.7,0,0,0.0,0.0,0,0,0,0.0,0,0
,Burn,23,NEW,5.2,0,1,0.0,0.13,0,1,0,10.7,0,0
,Buonanotte,23,LEI,4.7,0,0,0.0,0.0,0,0,0,0.1,0,0
,Bueno (Santiago),23,WOL,4.4,0,0,0.0,0.0,0,0,0,0.1,0,0
,Buendía,23,AVL,5.3,0,1,0.01,0.02,0,0,0,0.2,0,0
,Brooks,23,BOU,5.0,0,2,0.03,0.06,0,1,0,0.2,0,0
,Broadhead,23,IPS,4.9,0,0,0.0,0.0,0,0,0,0.0,0,0
,Bree,23,SOU,3.9,0,1,0.14,0.03,1,2,0,0.3,0,0
,Branthwaite,23,EVE,5.3,0,0,0.02,0.0,0,0,2,0.2,0,0
,Bruno Fernandes,23,MUN,8.9,0,2,0.23,0.06,0,1,0,16.3,0,0
,Bergvall,23,TOT,5.4,0,1,0.04,0.05,0,2,0,0.4,0,0
,Berge,23,FUL,4.9,0,0,0.02,0.0,0,1,0,0.1,0,0
,Bentancur,23,TOT,5.3,0,2,0.02,0.05,0,0,2,0.4,0,0
,Bellegarde,23,WOL,5.2,0,0,0.02,0.0,0,0,0,0.0,0,0
,Bednarek,23,SOU,4.0,0,1,0.0,0.22,0,0,2,1.9,0,0
,Bassey,23,FUL,4.5,0,0,0.02,0.0,0,0,0,0.6,0,0
,Baleba,23,BHA,4.7,0,3,0.06,0.07,0,1,2,2.1,0,0
,Bailey,23,AVL,5.5,1,2,0.12,0.13,0,2,0,0.1,0,0
,Ayew,23,LEI,5.1,4,2,0.1,0.12,0,1,0,0.2,0,0
,Ayari,23,BHA,4.9,5,1,0.04,0.13,0,2,0,0.3,0,0
,Awoniyi,23,NFO,5.2,0,0,0.01,0.0,0,1,0,0.4,0,0
,Kepa,23,BOU,4.2,0,0,0.0,0.0,0,0,0,0.5,4,0
,Armstrong (Adam),23,SOU,5.1,0,2,0.0,0.05,0,0,0,0.5,0,0
,Aribo,23,SOU,4.9,0,0,0.02,0.0,0,0,0,0.1,0,0
,Areola,23,WHU,4.3,0,0,0.0,0.0,0,0,0,2.1,3,0
,Archer,23,SOU,4.8,0,1,0.01,0.04,0,0,0,1.1,0,0
,Joelinton,23,NEW,5.9,0,2,0.01,0.35,0,0,2,0.3,0,0
,Anderson,23,NFO,5.3,2,1,0.37,0.01,0,0,0,3.0,0,0
,Andersen,23,FUL,4.5,0,1,0.01,0.11,0,0,0,2.8,0,0
,Almirón,23,NEW,5.4,0,1,0.02,0.05,0,1,0,0.3,0,0
,Alexander-Arnold,23,LIV,7.2,0,2,0.49,0.13,1,1,0,16.7,0,0
,Akanji,23,MCI,5.4,0,0,0.01,0.0,0,0,0,0.3,0,0
,Ait Nouri,23,WOL,5.8,0,1,0.01,0.08,0,0,0,4.9,0,0
,Aina,23,NFO,4.7,0,0,0.02,0.0,0,0,0,2.5,0,0
,Agbadou,23,WOL,4.3,0,1,0.01,0.02,0,0,2,0.2,0,0
,Adams (Tyler),23,BOU,5.0,0,0,0.04,0.0,1,2,2,0.4,0,0
,van den Berg,24,BRE,4.5,0,1,0.01,0.03,0,0,0,0.6,0,0
,van Hecke,24,BHA,4.4,0,0,0.06,0.0,0,0,0,1.3,0,0
,van Dijk,24,LIV,6.0,0,0,0.03,0.0,0,0,2,23.6,0,0
,Danilo,24,NFO,4.7,0,0,0.0,0.0,0,0,0,0.0,0,0
,Gabriel Magalhães,24,ARS,6.6,0,1,0.02,0.05,0,0,0,41.0,0,0
,de Ligt,24,MUN,5.0,0,0,0.01,0.0,0,0,0,3.0,0,0
,Richarlison,24,TOT,6.5,0,1,0.0,0.12,0,1,0,8.5,0,0
